,SITE,SOIL,TIME,HOST,TISSUE,TEMP,MEDIA,season,IR,richness.art1Arid
MSHM22448,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,3,2
MSHM22449,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,2,2
MSHM22450,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,3,2
MSHM22451,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,2,1
MSHM22452,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,1,1
MSHM22454,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22455,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22456,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,2,2
MSHM22457,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,3,1
MSHM22458,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22459,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,1,1
MSHM22462,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,3,2
MSHM22464,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,2,1
MSHM22465,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,3,1
MSHM22466,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,4,3
MSHM22467,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,1,1
MSHM22469,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,4,3
MSHM22470,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,3,2
MSHM22471,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,5,3
MSHM22472,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,7,4
MSHM22473,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,5,3
MSHM22474,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,3,2
MSHM22475,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,4,3
MSHM22476,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,7,3
MSHM22478,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,2,1
MSHM22479,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,2,2
MSHM22480,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,4,2
MSHM22481,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,1,1
MSHM22482,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,3,1
MSHM22483,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,3,2
MSHM22484,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,2,2
MSHM22485,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,2,1
MSHM22486,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,4,2
MSHM22487,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,3,2
MSHM22488,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,3,2
MSHM22489,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,4,1
MSHM22491,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,1
MSHM22492,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,2
MSHM22493,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,3,1
MSHM22494,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,3,1
MSHM22495,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,1,1
MSHM22496,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,2,1
MSHM22497,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,2,2
MSHM22498,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,3,2
MSHM22499,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,4,2
MSHM22500,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,3,2
MSHM22501,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22502,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22503,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,3,2
MSHM22504,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,4,3
MSHM22505,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22506,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22507,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,1,1
MSHM22508,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,1,1
MSHM22509,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,3,2
MSHM22510,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,4,3
MSHM22511,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,1,1
MSHM22512,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,1,1
MSHM22513,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,2,2
MSHM22514,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,3,2
MSHM22515,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,1,1
MSHM22518,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,2,2
MSHM22519,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,3,2
MSHM22520,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,6,3
MSHM22521,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,2,1
MSHM22522,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,4,3
MSHM22523,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,1,1
MSHM22524,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,4,2
MSHM22527,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,1,1
MSHM22528,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,3,2
MSHM22529,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,4,3
MSHM22530,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,3,1
MSHM22532,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22533,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22534,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,3,2
MSHM22535,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,4,2
MSHM22536,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,5,2
MSHM22537,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,3,2
MSHM22538,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,4,3
MSHM22539,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,1
MSHM22541,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,2
MSHM22542,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,1,1
MSHM22543,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,3,2
MSHM22544,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,2,2
MSHM22545,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,4,2
MSHM22546,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,1,1
MSHM22548,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,2,2
MSHM22549,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,2,1
MSHM22550,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22551,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,5,1
MSHM22552,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22553,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,2,2
MSHM22555,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,3,2
MSHM22556,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,1,1
MSHM22557,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,1,1
MSHM22559,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,2,2
MSHM22560,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,4,2
MSHM22561,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,3,2
MSHM22562,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,5,2
MSHM22563,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,6,3
MSHM22564,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,2,2
MSHM22565,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,1,1
MSHM22566,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,2,2
MSHM22567,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,3,3
MSHM22568,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,7,3
MSHM22569,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM22570,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,4,2
MSHM22571,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,4,3
MSHM22572,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,4,3
MSHM22573,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,1,1
MSHM22574,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,3,2
MSHM22575,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,5,2
MSHM22576,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,2,2
MSHM22577,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,6,2
MSHM22578,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,4,3
MSHM22579,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,2,2
MSHM22580,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,2,1
MSHM22581,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,2,1
MSHM22582,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,3,2
MSHM22583,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,2,2
MSHM22584,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,4,3
MSHM22586,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,2
MSHM22587,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,1,1
MSHM22588,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,3,1
MSHM22589,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,1
MSHM22590,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,4,2
MSHM22591,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,1,1
MSHM22592,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,3,1
MSHM22593,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,1,1
MSHM22594,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,1,1
MSHM22595,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,3,1
MSHM22596,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,2,1
MSHM22597,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,2,1
MSHM22598,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,3,3
MSHM22599,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22600,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,2,1
MSHM22602,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,2,2
MSHM22603,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,2,2
MSHM22604,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,1,1
MSHM22605,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,3,2
MSHM22606,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,2,2
MSHM22607,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,3,2
MSHM22608,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,2,1
MSHM22609,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,4,3
MSHM22610,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,4,2
MSHM22611,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,4,2
MSHM22612,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,3,2
MSHM22613,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,1,1
MSHM22614,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,1,1
MSHM22615,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM22616,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,5,3
MSHM22617,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,5,3
MSHM22618,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,3,1
MSHM22619,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,3,2
MSHM22620,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,6,3
MSHM22622,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,2,2
MSHM22623,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,1,1
MSHM22624,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,2,1
MSHM22625,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,6,2
MSHM22626,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,3,2
MSHM22627,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,2,1
MSHM22629,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,2,1
MSHM22630,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,2,2
MSHM22631,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,5,2
MSHM22632,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,5,2
MSHM22634,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,1,1
MSHM22636,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,1
MSHM22637,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,3,3
MSHM22638,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,4,2
MSHM22639,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,1,1
MSHM22640,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,2,1
MSHM22641,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,4,2
MSHM22642,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,3,2
MSHM22645,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,4,3
MSHM22646,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22647,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,2,1
MSHM22648,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22649,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,4,2
MSHM22650,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,2,2
MSHM22651,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,2,2
MSHM22652,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,1,1
MSHM22654,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,4,3
MSHM22655,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,4,3
MSHM22656,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,2,2
MSHM22657,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,2,1
MSHM22658,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,3,2
MSHM22659,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA,Summer,2,1
MSHM22660,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,3,1
MSHM22661,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA,Summer,2,2
MSHM22663,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,6,4
MSHM22664,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,6,3
MSHM22665,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,23,PDA+Plant extract,Summer,4,2
MSHM22666,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,4,3
MSHM22667,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,3,3
MSHM22668,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Leaf,30,PDA+Plant extract,Summer,1,1
MSHM22669,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,2,2
MSHM22671,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA,Summer,1,1
MSHM22672,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,5,3
MSHM22673,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,3,1
MSHM22674,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA,Summer,4,2
MSHM22675,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,2,2
MSHM22676,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,2,2
MSHM22677,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,23,PDA+Plant extract,Summer,1,1
MSHM22678,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,4,3
MSHM22679,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,5,3
MSHM22680,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Branch,30,PDA+Plant extract,Summer,8,3
MSHM22681,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,3,2
MSHM22683,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,2
MSHM22684,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,2
MSHM22685,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,2
MSHM22686,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA,Summer,2,1
MSHM22687,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,1,1
MSHM22688,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,1,1
MSHM22689,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,3,2
MSHM22690,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,2,1
MSHM22692,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA,Summer,1,1
MSHM22693,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22695,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22697,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22698,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,23,PDA+Plant extract,Summer,1,1
MSHM22699,Rig-Boland Desert,Arid soil,Summer,Zygophyllum eichwaldii,Root,30,PDA+Plant extract,Summer,3,2
