"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA","IR"
"MSHM8660","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",2
"MSHM8661","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",3
"MSHM8662","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",3
"MSHM8663","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",4
"MSHM8664","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",4
"MSHM8665","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",1
"MSHM8666","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",2
"MSHM8667","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",2
"MSHM8668","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",0
"MSHM8669","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",2
"MSHM8670","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",0
"MSHM8671","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",1
"MSHM8672","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",1
"MSHM8673","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",3
"MSHM8674","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",1
"MSHM8675","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",1
"MSHM8676","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",5
"MSHM8677","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",4
"MSHM8678","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",0
"MSHM8679","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",4
"MSHM8680","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",3
"MSHM8681","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",3
"MSHM8682","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",4
"MSHM8683","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",0
"MSHM8684","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",5
"MSHM8685","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",0
"MSHM8686","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",5
"MSHM8687","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",4
"MSHM8688","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",2
"MSHM8689","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",5
"MSHM8690","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",2
"MSHM8691","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",3
"MSHM8692","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",4
"MSHM8693","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",1
"MSHM8694","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",5
"MSHM8695","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",4
"MSHM8696","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",8
"MSHM8697","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",6
"MSHM8698","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",2
"MSHM8699","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",6
"MSHM8700","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",9
"MSHM8701","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",1
"MSHM8702","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",3
"MSHM8703","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",2
"MSHM8704","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",2
"MSHM8705","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",0
"MSHM8706","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",5
"MSHM8707","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",3
"MSHM8708","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",2
"MSHM8709","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",4
"MSHM8710","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",2
"MSHM8711","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",2
"MSHM8712","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",2
"MSHM8713","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",3
"MSHM8714","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",1
"MSHM8715","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",1
"MSHM8716","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",4
"MSHM8717","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",1
"MSHM8718","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",0
"MSHM8719","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",4
"MSHM8720","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",0
"MSHM8721","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",2
"MSHM8722","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",5
"MSHM8723","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",0
"MSHM8724","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",0
"MSHM8725","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",1
"MSHM8726","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",1
"MSHM8727","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",2
"MSHM8728","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",3
"MSHM8729","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",0
"MSHM8730","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",2
"MSHM8731","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",1
"MSHM8732","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",6
"MSHM8733","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",2
"MSHM8734","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",2
"MSHM8735","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",3
"MSHM8736","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",8
"MSHM8737","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",6
"MSHM8738","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",7
"MSHM8739","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",2
"MSHM8740","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",3
"MSHM8741","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",6
"MSHM8742","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",2
"MSHM8743","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",8
"MSHM8744","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",5
"MSHM8745","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",3
"MSHM8746","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",5
"MSHM8747","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",4
"MSHM8748","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",8
"MSHM8749","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",4
"MSHM8750","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",2
"MSHM8751","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",3
"MSHM8752","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",3
"MSHM8753","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",4
"MSHM8754","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",1
"MSHM8755","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",0
"MSHM8756","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",2
"MSHM8757","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",3
"MSHM8758","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",2
"MSHM8759","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",3
"MSHM8760","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",3
"MSHM8761","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",2
"MSHM8762","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",4
"MSHM8763","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",1
"MSHM8764","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",7
"MSHM8765","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",0
"MSHM8766","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",3
"MSHM8767","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",3
"MSHM8768","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",0
"MSHM8769","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",4
"MSHM8770","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",5
"MSHM8771","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",3
"MSHM8772","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",5
"MSHM8773","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",3
"MSHM8774","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",0
"MSHM8775","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",0
"MSHM8776","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",6
"MSHM8777","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",2
"MSHM8778","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",1
"MSHM8779","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",6
"MSHM8780","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",3
"MSHM8781","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",2
"MSHM8782","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",8
"MSHM8783","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",4
"MSHM8784","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",3
"MSHM8785","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",4
"MSHM8786","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",3
"MSHM8787","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",2
"MSHM8788","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",5
"MSHM8789","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",1
"MSHM8790","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",3
"MSHM8791","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",2
"MSHM8792","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",0
"MSHM8793","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",1
"MSHM8794","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",5
"MSHM8795","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",5
"MSHM8796","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",6
"MSHM8797","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",3
"MSHM8798","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",2
"MSHM8799","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",0
"MSHM8800","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",1
"MSHM8801","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",4
"MSHM8802","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",3
"MSHM8803","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",0
"MSHM8804","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",1
"MSHM8805","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",1
"MSHM8806","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",1
"MSHM8807","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",4
"MSHM8808","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",3
"MSHM8809","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",4
"MSHM8810","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",2
"MSHM8811","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",3
"MSHM8812","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",0
"MSHM8813","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",1
"MSHM8814","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",4
"MSHM8815","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",0
"MSHM8816","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",3
"MSHM8817","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",0
"MSHM8818","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",4
"MSHM8819","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",0
"MSHM8820","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",2
"MSHM8821","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",3
"MSHM8822","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",1
"MSHM8823","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",0
"MSHM8824","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",0
"MSHM8825","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",2
"MSHM8826","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",3
"MSHM8827","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",2
"MSHM8828","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",3
"MSHM8829","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",1
"MSHM8830","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",2
"MSHM8831","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",2
"MSHM8832","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",4
"MSHM8833","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",2
"MSHM8834","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",8
"MSHM8835","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",2
"MSHM8836","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",3
"MSHM8837","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",1
"MSHM8838","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",8
"MSHM8839","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",6
"MSHM8840","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",6
"MSHM8841","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",3
"MSHM8842","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",5
"MSHM8843","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",5
"MSHM8844","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",7
"MSHM8845","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",2
"MSHM8846","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",3
"MSHM8847","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",0
"MSHM8848","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",0
"MSHM8849","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",2
"MSHM8850","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",4
"MSHM8851","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",2
"MSHM8852","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",3
"MSHM8853","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",0
"MSHM8854","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",3
"MSHM8855","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",5
"MSHM8856","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",4
"MSHM8857","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",4
"MSHM8858","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",0
"MSHM8859","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",3
"MSHM8860","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",1
"MSHM8861","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",1
"MSHM8862","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",3
"MSHM8863","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",3
"MSHM8864","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",2
"MSHM8865","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",2
"MSHM8866","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",2
"MSHM8867","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",3
"MSHM8868","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",3
"MSHM8869","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",1
"MSHM8870","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",4
"MSHM8871","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",1
"MSHM8872","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",2
"MSHM8873","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",2
"MSHM8874","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",1
"MSHM8875","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",0
"MSHM8876","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",2
"MSHM8877","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",0
"MSHM8878","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",2
"MSHM8879","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",6
"MSHM8880","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA+Plant extract",1
"MSHM8881","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",3
"MSHM8882","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",10
"MSHM8883","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA",4
"MSHM8884","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",5
"MSHM8885","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",3
"MSHM8886","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA",1
"MSHM8887","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",6
"MSHM8888","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",7
"MSHM8889","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","23","PDA+Plant extract",7
"MSHM8890","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",8
"MSHM8891","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",11
"MSHM8892","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Leaf","30","PDA+Plant extract",7
"MSHM8893","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",3
"MSHM8894","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",2
"MSHM8895","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA",0
"MSHM8896","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",5
"MSHM8897","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",1
"MSHM8898","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA",3
"MSHM8899","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",1
"MSHM8900","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",1
"MSHM8901","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","23","PDA+Plant extract",1
"MSHM8902","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",5
"MSHM8903","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",3
"MSHM8904","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Branch","30","PDA+Plant extract",4
"MSHM8905","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",1
"MSHM8906","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",0
"MSHM8907","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",4
"MSHM8908","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",3
"MSHM8909","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",2
"MSHM8910","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA",0
"MSHM8911","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",0
"MSHM8912","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",0
"MSHM8913","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",2
"MSHM8914","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",2
"MSHM8915","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",2
"MSHM8916","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","30","PDA",3
"MSHM8917","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",0
"MSHM8918","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",0
"MSHM8919","Maranjab Desert","Arid soil","Summer","Haloxylon ammodendron","Root","23","PDA+Plant extract",1
