"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA","IR"
"MSHM577","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",1
"MSHM578","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",0
"MSHM579","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",0
"MSHM580","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",2
"MSHM581","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",2
"MSHM582","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",1
"MSHM583","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",3
"MSHM584","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",1
"MSHM585","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",2
"MSHM586","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",0
"MSHM587","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",4
"MSHM588","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",0
"MSHM589","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",1
"MSHM590","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",0
"MSHM591","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",0
"MSHM592","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",2
"MSHM593","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",2
"MSHM594","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",0
"MSHM595","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",2
"MSHM596","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",0
"MSHM597","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",1
"MSHM598","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",2
"MSHM599","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",1
"MSHM600","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",2
"MSHM601","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",2
"MSHM602","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM603","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM604","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM605","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",1
"MSHM606","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM607","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM608","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM609","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM610","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM611","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",1
"MSHM612","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM613","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM614","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM615","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM616","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM617","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",1
"MSHM618","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",1
"MSHM619","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",1
"MSHM620","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM621","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM622","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",3
"MSHM623","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM624","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",2
"MSHM625","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",1
"MSHM626","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",1
"MSHM627","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",2
"MSHM628","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",1
"MSHM629","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",2
"MSHM630","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",2
"MSHM631","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",1
"MSHM632","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",1
"MSHM633","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",1
"MSHM634","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",1
"MSHM635","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",1
"MSHM636","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",1
"MSHM637","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",1
"MSHM638","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",2
"MSHM639","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",2
"MSHM640","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",1
"MSHM641","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",1
"MSHM642","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",1
"MSHM643","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",2
"MSHM644","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",2
"MSHM645","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",3
"MSHM646","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",1
"MSHM647","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",2
"MSHM648","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",1
"MSHM649","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM650","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM651","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM652","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM653","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM654","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",1
"MSHM655","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM656","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM657","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",1
"MSHM658","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM659","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM660","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",1
"MSHM661","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",1
"MSHM662","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM663","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM664","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",1
"MSHM665","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",1
"MSHM666","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM667","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM668","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",1
"MSHM669","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM670","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM671","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM672","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",2
"MSHM673","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",1
"MSHM674","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",2
"MSHM675","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",2
"MSHM676","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",1
"MSHM677","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",1
"MSHM678","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",1
"MSHM679","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",1
"MSHM680","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",2
"MSHM681","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",3
"MSHM682","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",1
"MSHM683","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",1
"MSHM684","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",2
"MSHM685","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",2
"MSHM686","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",1
"MSHM687","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",3
"MSHM688","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",0
"MSHM689","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",2
"MSHM690","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",1
"MSHM691","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",3
"MSHM692","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",0
"MSHM693","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",1
"MSHM694","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",2
"MSHM695","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",2
"MSHM696","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",3
"MSHM697","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM698","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",2
"MSHM699","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM700","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",2
"MSHM701","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM702","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",1
"MSHM703","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM704","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",1
"MSHM705","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM706","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM707","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",2
"MSHM708","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",1
"MSHM709","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",2
"MSHM710","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM711","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM712","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",1
"MSHM713","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",2
"MSHM714","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM715","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM716","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",1
"MSHM717","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",1
"MSHM718","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM719","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",1
"MSHM720","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM721","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",1
"MSHM722","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",2
"MSHM723","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",2
"MSHM724","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",2
"MSHM725","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",1
"MSHM726","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",1
"MSHM727","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",3
"MSHM728","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",2
"MSHM729","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",1
"MSHM730","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",1
"MSHM731","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",2
"MSHM732","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",0
"MSHM733","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",2
"MSHM734","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",2
"MSHM735","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",1
"MSHM736","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",2
"MSHM737","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",2
"MSHM738","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",3
"MSHM739","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",0
"MSHM740","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",2
"MSHM741","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",2
"MSHM742","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",1
"MSHM743","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",4
"MSHM744","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",1
"MSHM745","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM746","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM747","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM748","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM749","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM750","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM751","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM752","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM753","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",1
"MSHM754","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM755","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM756","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",1
"MSHM757","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM758","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM759","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM760","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM761","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM762","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM763","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM764","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM765","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",2
"MSHM766","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",2
"MSHM767","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",3
"MSHM768","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",1
"MSHM769","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",2
"MSHM770","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",1
"MSHM771","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",2
"MSHM772","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",1
"MSHM773","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",0
"MSHM774","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",0
"MSHM775","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",3
"MSHM776","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",1
"MSHM777","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",2
"MSHM778","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",3
"MSHM779","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",2
"MSHM780","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",3
"MSHM781","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",2
"MSHM782","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",1
"MSHM783","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",2
"MSHM784","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",1
"MSHM785","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",1
"MSHM786","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",2
"MSHM787","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",4
"MSHM788","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",1
"MSHM789","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",1
"MSHM790","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",1
"MSHM791","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",3
"MSHM792","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",0
"MSHM793","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",1
"MSHM794","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM795","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",2
"MSHM796","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM797","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",2
"MSHM798","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",4
"MSHM799","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM800","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM801","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM802","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",1
"MSHM803","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM804","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA",0
"MSHM805","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",1
"MSHM806","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM807","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",0
"MSHM808","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",2
"MSHM809","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",1
"MSHM810","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA+Plant extract",1
"MSHM811","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",3
"MSHM812","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM813","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",0
"MSHM814","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",1
"MSHM815","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",1
"MSHM816","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","30","PDA+Plant extract",3
"MSHM817","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",2
"MSHM818","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",2
"MSHM819","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA",1
"MSHM820","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",1
"MSHM821","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",3
"MSHM822","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA",2
"MSHM823","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",1
"MSHM824","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",2
"MSHM825","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","23","PDA+Plant extract",1
"MSHM826","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",3
"MSHM827","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",1
"MSHM828","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Leaf","30","PDA+Plant extract",1
"MSHM829","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",1
"MSHM830","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",1
"MSHM831","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA",2
"MSHM832","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",2
"MSHM833","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",1
"MSHM834","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA",3
"MSHM835","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",2
"MSHM836","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",1
"MSHM837","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","23","PDA+Plant extract",1
"MSHM838","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",2
"MSHM839","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",4
"MSHM840","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Branch","30","PDA+Plant extract",1
"MSHM841","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",2
"MSHM842","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM843","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM844","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",0
"MSHM845","Rig-Boland Desert","Arid soil","Summer","Alhagi persarum","Root","23","PDA",1
