"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA","IR"
"MSHM16731","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16732","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",3
"MSHM16733","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16734","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",1
"MSHM16735","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16736","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM16737","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM16738","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM16739","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16740","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",2
"MSHM16741","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16742","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16743","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",3
"MSHM16744","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16745","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16746","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16747","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16748","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16749","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16750","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16751","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16752","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16753","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",1
"MSHM16754","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",0
"MSHM16755","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",0
"MSHM16756","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",1
"MSHM16757","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",0
"MSHM16758","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",0
"MSHM16759","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",0
"MSHM16760","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",3
"MSHM16761","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",2
"MSHM16762","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM16763","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",1
"MSHM16764","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM16765","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM16766","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM16767","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM16768","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",0
"MSHM16769","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",1
"MSHM16770","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",1
"MSHM16771","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",3
"MSHM16772","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",2
"MSHM16773","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",1
"MSHM16774","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",4
"MSHM16775","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",2
"MSHM16776","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",1
"MSHM16777","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16778","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16779","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",1
"MSHM16780","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",1
"MSHM16781","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16782","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",1
"MSHM16783","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",2
"MSHM16784","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM16785","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16786","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16787","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",2
"MSHM16788","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16789","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16790","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16791","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",3
"MSHM16792","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16793","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16794","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16795","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16796","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16797","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16798","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16799","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",3
"MSHM16800","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16801","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",1
"MSHM16802","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",2
"MSHM16803","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",1
"MSHM16804","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",0
"MSHM16805","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",2
"MSHM16806","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",0
"MSHM16807","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",0
"MSHM16808","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",3
"MSHM16809","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",2
"MSHM16810","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM16811","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM16812","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM16813","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM16814","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",1
"MSHM16815","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",4
"MSHM16816","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",0
"MSHM16817","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",1
"MSHM16818","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",0
"MSHM16819","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",0
"MSHM16820","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",2
"MSHM16821","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",0
"MSHM16822","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",3
"MSHM16823","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",0
"MSHM16824","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",2
"MSHM16825","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16826","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16827","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16828","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",4
"MSHM16829","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16830","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",3
"MSHM16831","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16832","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16833","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM16834","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16835","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16836","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16837","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",2
"MSHM16838","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16839","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16840","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",1
"MSHM16841","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16842","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16843","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16844","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16845","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16846","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",3
"MSHM16847","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16848","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16849","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",1
"MSHM16850","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",3
"MSHM16851","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",0
"MSHM16852","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",1
"MSHM16853","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",0
"MSHM16854","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",4
"MSHM16855","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",0
"MSHM16856","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",0
"MSHM16857","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",2
"MSHM16858","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM16859","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",2
"MSHM16860","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM16861","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM16862","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM16863","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM16864","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",1
"MSHM16865","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",1
"MSHM16866","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",0
"MSHM16867","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",0
"MSHM16868","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",1
"MSHM16869","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",2
"MSHM16870","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",2
"MSHM16871","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",0
"MSHM16872","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",2
"MSHM16873","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16874","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16875","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",2
"MSHM16876","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16877","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16878","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",1
"MSHM16879","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16880","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM16881","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM16882","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16883","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16884","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16885","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16886","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16887","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16888","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16889","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16890","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16891","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16892","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM16893","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM16894","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16895","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16896","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16897","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",1
"MSHM16898","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",2
"MSHM16899","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",0
"MSHM16900","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",3
"MSHM16901","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",1
"MSHM16902","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",0
"MSHM16903","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",1
"MSHM16904","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",2
"MSHM16905","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",3
"MSHM16906","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM16907","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",1
"MSHM16908","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM16909","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",2
"MSHM16910","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM16911","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",1
"MSHM16912","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",0
"MSHM16913","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",3
"MSHM16914","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",0
"MSHM16915","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",2
"MSHM16916","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",0
"MSHM16917","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",1
"MSHM16918","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",2
"MSHM16919","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",2
"MSHM16920","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",3
"MSHM16921","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16922","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16923","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",1
"MSHM16924","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16925","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",0
"MSHM16926","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",3
"MSHM16927","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16928","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",2
"MSHM16929","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16930","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16931","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16932","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM16933","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16934","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16935","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16936","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16937","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16938","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",0
"MSHM16939","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16940","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16941","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16942","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16943","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM16944","Haj Ali Gholi Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",3
"MSHM17521","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",4
"MSHM17522","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",3
"MSHM17523","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",3
"MSHM17524","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",5
"MSHM17525","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",6
"MSHM17526","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",2
"MSHM17527","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",4
"MSHM17528","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",3
"MSHM17529","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",1
"MSHM17530","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",2
"MSHM17531","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",2
"MSHM17532","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",3
